locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCHLHAEM_00092	CDS	504		2.7.7.6		DNA-directed RNA polymerase 19 kDa subunit
LCHLHAEM_00093	CDS	1128	A6L			Protein A6
LCHLHAEM_00094	CDS	2145	VETFL			Early transcription factor 82 kDa subunit
LCHLHAEM_00095	CDS	873	VITF3S			Intermediate transcription factor 3 small subunit
LCHLHAEM_00096	CDS	237				Virion membrane protein A9
LCHLHAEM_00097	CDS	2715				Major core protein 4a precursor
LCHLHAEM_00098	CDS	954				Protein A11
LCHLHAEM_00099	CDS	573				25 kDa core protein A12L
LCHLHAEM_00100	CDS	204				hypothetical protein
LCHLHAEM_00101	CDS	288				Virion membrane protein A14
LCHLHAEM_00102	CDS	288				Core protein A15
LCHLHAEM_00103	CDS	1134				Virion membrane protein A16
LCHLHAEM_00104	CDS	585				Virion membrane protein A17 precursor
LCHLHAEM_00105	CDS	1443		3.6.4.-		Transcript termination protein A18
LCHLHAEM_00106	CDS	225				Protein A19
LCHLHAEM_00107	CDS	159				hypothetical protein
LCHLHAEM_00108	CDS	1293				DNA polymerase processivity factor component A20
LCHLHAEM_00109	CDS	540		3.1.-.-		Resolvase A22
LCHLHAEM_00110	CDS	1158	VITF3L			Intermediate transcription factor 3 large subunit
LCHLHAEM_00111	CDS	3471		2.7.7.6		DNA-directed RNA polymerase 133 kDa polypeptide
LCHLHAEM_00112	CDS	447				hypothetical protein
LCHLHAEM_00113	CDS	423				Envelope protein A28
LCHLHAEM_00114	CDS	912		2.7.7.6		DNA-directed RNA polymerase 35 kDa subunit
LCHLHAEM_00115	CDS	225				hypothetical protein
LCHLHAEM_00116	CDS	126				hypothetical protein
LCHLHAEM_00117	CDS	765				Protein A32
LCHLHAEM_00118	CDS	594				Protein A33
LCHLHAEM_00119	CDS	516				Protein A34
LCHLHAEM_00120	CDS	576				Protein A35
LCHLHAEM_00121	CDS	867				hypothetical protein
LCHLHAEM_00122	CDS	519				hypothetical protein
LCHLHAEM_00123	CDS	822				hypothetical protein
LCHLHAEM_00124	CDS	903				hypothetical protein
LCHLHAEM_00125	CDS	351				hypothetical protein
LCHLHAEM_00126	CDS	246				hypothetical protein
LCHLHAEM_00127	CDS	486				hypothetical protein
LCHLHAEM_00128	CDS	135				hypothetical protein
LCHLHAEM_00129	CDS	1674	LIG	6.5.1.1		DNA ligase
LCHLHAEM_00130	CDS	6024				hypothetical protein
LCHLHAEM_00131	CDS	1083				Soluble interferon alpha/beta receptor B18
LCHLHAEM_00132	CDS	273				hypothetical protein
LCHLHAEM_00133	CDS	1008				hypothetical protein
LCHLHAEM_00134	CDS	561				hypothetical protein
LCHLHAEM_00135	CDS	918	VPK1	2.7.11.1		B1 kinase
LCHLHAEM_00136	CDS	723				hypothetical protein
LCHLHAEM_00137	CDS	678				hypothetical protein
LCHLHAEM_00138	CDS	408				hypothetical protein
LCHLHAEM_00139	CDS	909				hypothetical protein
LCHLHAEM_00140	CDS	1644	KBTB1_1			Kelch repeat and BTB domain-containing protein A55
LCHLHAEM_00141	CDS	1926				hypothetical protein
LCHLHAEM_00142	CDS	1239		3.1.1.-		Envelope phospholipase F13
LCHLHAEM_00143	CDS	1497				Ankyrin repeat domain-containing protein M-T5
LCHLHAEM_00144	CDS	1344				Ankyrin repeat domain-containing protein M-T5
LCHLHAEM_00145	CDS	1014	SERP2			Serine proteinase inhibitor 2
LCHLHAEM_00146	CDS	486				hypothetical protein
LCHLHAEM_00147	CDS	1659	KBTB1_2			Kelch repeat and BTB domain-containing protein A55
LCHLHAEM_00148	CDS	1362				Ankyrin repeat domain-containing protein M-T5
LCHLHAEM_00149	CDS	723				hypothetical protein
